first_well	second_well	pearsons_coef	first_construct	second_construct	concentration	comparison
E8	C2	0.14492413309616548	Scramble	no_treatment	0.1	different_construct
E8	C5	0.6370890565849089	Scramble	no_treatment	0.1	different_construct
E8	C8	0.471299350555686	Scramble	no_treatment	0.1	different_construct
E8	D11	0.5326952606702152	Scramble	no_treatment	0.1	different_construct
E8	D2	-0.11417153172595172	Scramble	no_treatment	0.1	different_construct
E8	D5	0.25455629491892307	Scramble	no_treatment	0.1	different_construct
E8	D8	0.21217054893168058	Scramble	no_treatment	0.1	different_construct
E8	E11	0.5055465904851001	Scramble	no_treatment	0.1	different_construct
E8	F11	-0.11375603704569637	Scramble	no_treatment	0.1	different_construct
E8	G11	-0.31664034938581004	Scramble	no_treatment	0.1	different_construct
E9	B11	0.296014582188797	Scramble	no_treatment	0.01	different_construct
E9	B2	-0.12184884984655424	Scramble	no_treatment	0.01	different_construct
E9	B5	0.35989935260429473	Scramble	no_treatment	0.01	different_construct
E9	B8	0.12393416394410958	Scramble	no_treatment	0.01	different_construct
E9	C11	0.5230923625963647	Scramble	no_treatment	0.01	different_construct
E9	C2	0.13136787795818705	Scramble	no_treatment	0.01	different_construct
E9	C5	0.5976369413604798	Scramble	no_treatment	0.01	different_construct
E9	C8	0.5028204215439838	Scramble	no_treatment	0.01	different_construct
E9	D11	0.4634438735117557	Scramble	no_treatment	0.01	different_construct
E9	D2	-0.1899978166010933	Scramble	no_treatment	0.01	different_construct
E9	D5	0.2918436049977205	Scramble	no_treatment	0.01	different_construct
E9	D8	0.18796416303400207	Scramble	no_treatment	0.01	different_construct
E9	E11	0.4542793609681873	Scramble	no_treatment	0.01	different_construct
E9	F11	-0.15106846703761562	Scramble	no_treatment	0.01	different_construct
E9	G11	-0.323628368128916	Scramble	no_treatment	0.01	different_construct
B11	B10	0.44334151278631284	Scramble	no_treatment	0.005	different_construct
B11	B4	0.46591803563910655	Scramble	no_treatment	0.005	different_construct
B11	B6	0.37932146915492004	Scramble	no_treatment	0.005	different_construct
B2	B10	0.2028359284417693	Scramble	no_treatment	0.005	different_construct
B2	B4	0.4619765307316902	Scramble	no_treatment	0.005	different_construct
B2	B6	0.06418724971061358	Scramble	no_treatment	0.005	different_construct
B5	B10	0.32980070943828493	Scramble	no_treatment	0.005	different_construct
B5	B4	0.45749766679821263	Scramble	no_treatment	0.005	different_construct
B5	B6	0.41155747632334233	Scramble	no_treatment	0.005	different_construct
B8	B10	0.4713109707672541	Scramble	no_treatment	0.005	different_construct
B8	B4	0.5472060052427676	Scramble	no_treatment	0.005	different_construct
B8	B6	0.1539124984309123	Scramble	no_treatment	0.005	different_construct
C11	B10	0.4530842067743159	Scramble	no_treatment	0.005	different_construct
C11	B4	0.31981654254557074	Scramble	no_treatment	0.005	different_construct
C11	B6	0.5663131669356147	Scramble	no_treatment	0.005	different_construct
C2	B10	0.2953048398252465	Scramble	no_treatment	0.005	different_construct
C2	B4	0.3301133144665771	Scramble	no_treatment	0.005	different_construct
C2	B6	-0.003603264251617085	Scramble	no_treatment	0.005	different_construct
C5	B10	0.2289214045335475	Scramble	no_treatment	0.005	different_construct
C5	B4	0.10468875218002278	Scramble	no_treatment	0.005	different_construct
C5	B6	0.5624270505433833	Scramble	no_treatment	0.005	different_construct
C8	B10	0.37343783300437905	Scramble	no_treatment	0.005	different_construct
C8	B4	0.3142744391429695	Scramble	no_treatment	0.005	different_construct
C8	B6	0.40684056591042095	Scramble	no_treatment	0.005	different_construct
D11	B10	0.41551746533549017	Scramble	no_treatment	0.005	different_construct
D11	B4	0.28436668229417184	Scramble	no_treatment	0.005	different_construct
D11	B6	0.5035873759382273	Scramble	no_treatment	0.005	different_construct
D2	B10	0.43534231295289605	Scramble	no_treatment	0.005	different_construct
D2	B4	0.3426297856645335	Scramble	no_treatment	0.005	different_construct
D2	B6	-0.022749320697464985	Scramble	no_treatment	0.005	different_construct
D5	B10	0.40203347383831006	Scramble	no_treatment	0.005	different_construct
D5	B4	0.33039348289415393	Scramble	no_treatment	0.005	different_construct
D5	B6	0.29705684947099176	Scramble	no_treatment	0.005	different_construct
D8	B10	0.4242257111703403	Scramble	no_treatment	0.005	different_construct
D8	B4	0.3822076567992584	Scramble	no_treatment	0.005	different_construct
D8	B6	0.22915769142024517	Scramble	no_treatment	0.005	different_construct
E11	B10	0.31943143073235514	Scramble	no_treatment	0.005	different_construct
E11	B4	0.31724211946865616	Scramble	no_treatment	0.005	different_construct
E11	B6	0.4197518566335566	Scramble	no_treatment	0.005	different_construct
F11	B10	0.3312590013557941	Scramble	no_treatment	0.005	different_construct
F11	B4	0.33525557146450796	Scramble	no_treatment	0.005	different_construct
F11	B6	-0.11834657141979474	Scramble	no_treatment	0.005	different_construct
G11	B10	0.36021510830118686	Scramble	no_treatment	0.005	different_construct
G11	B4	0.30291212423191977	Scramble	no_treatment	0.005	different_construct
G11	B6	-0.24380188612668563	Scramble	no_treatment	0.005	different_construct
B11	B3	0.566299710444869	Scramble	no_treatment	0.05	different_construct
B11	B7	0.5733282306917082	Scramble	no_treatment	0.05	different_construct
B11	B9	0.5855111916280614	Scramble	no_treatment	0.05	different_construct
B2	B3	0.5185086314713852	Scramble	no_treatment	0.05	different_construct
B2	B7	0.3558248253389557	Scramble	no_treatment	0.05	different_construct
B2	B9	0.41797352879798483	Scramble	no_treatment	0.05	different_construct
B5	B3	0.47473918047920965	Scramble	no_treatment	0.05	different_construct
B5	B7	0.4576270420010549	Scramble	no_treatment	0.05	different_construct
B5	B9	0.4811755914212407	Scramble	no_treatment	0.05	different_construct
B8	B3	0.6415364315698936	Scramble	no_treatment	0.05	different_construct
B8	B7	0.6496721372693922	Scramble	no_treatment	0.05	different_construct
B8	B9	0.5948741516017644	Scramble	no_treatment	0.05	different_construct
C11	B3	0.4579705046553694	Scramble	no_treatment	0.05	different_construct
C11	B7	0.3408031198428439	Scramble	no_treatment	0.05	different_construct
C11	B9	0.28953299187112386	Scramble	no_treatment	0.05	different_construct
C2	B3	0.40965207056889535	Scramble	no_treatment	0.05	different_construct
C2	B7	0.3911910872033093	Scramble	no_treatment	0.05	different_construct
C2	B9	0.480621929646362	Scramble	no_treatment	0.05	different_construct
C5	B3	0.17768542196955447	Scramble	no_treatment	0.05	different_construct
C5	B7	0.21709485580411556	Scramble	no_treatment	0.05	different_construct
C5	B9	0.1873189080583312	Scramble	no_treatment	0.05	different_construct
C8	B3	0.3175790574450978	Scramble	no_treatment	0.05	different_construct
C8	B7	0.35619922935265563	Scramble	no_treatment	0.05	different_construct
C8	B9	0.34855087291931297	Scramble	no_treatment	0.05	different_construct
D11	B3	0.5199426145980593	Scramble	no_treatment	0.05	different_construct
D11	B7	0.48012724461800405	Scramble	no_treatment	0.05	different_construct
D11	B9	0.3987677854877297	Scramble	no_treatment	0.05	different_construct
D2	B3	0.4794078731269411	Scramble	no_treatment	0.05	different_construct
D2	B7	0.44469004759750347	Scramble	no_treatment	0.05	different_construct
D2	B9	0.39703828475861913	Scramble	no_treatment	0.05	different_construct
D5	B3	0.3185932477622867	Scramble	no_treatment	0.05	different_construct
D5	B7	0.4857840547898407	Scramble	no_treatment	0.05	different_construct
D5	B9	0.3767372914339339	Scramble	no_treatment	0.05	different_construct
D8	B3	0.3958726491345546	Scramble	no_treatment	0.05	different_construct
D8	B7	0.462910232358886	Scramble	no_treatment	0.05	different_construct
D8	B9	0.44512252944135905	Scramble	no_treatment	0.05	different_construct
E11	B3	0.4783464333196603	Scramble	no_treatment	0.05	different_construct
E11	B7	0.3490511482183521	Scramble	no_treatment	0.05	different_construct
E11	B9	0.33083067526767634	Scramble	no_treatment	0.05	different_construct
F11	B3	0.40787026153035316	Scramble	no_treatment	0.05	different_construct
F11	B7	0.47367115561750334	Scramble	no_treatment	0.05	different_construct
F11	B9	0.490551505560023	Scramble	no_treatment	0.05	different_construct
G11	B3	0.38630655463353597	Scramble	no_treatment	0.05	different_construct
G11	B7	0.43337022638569317	Scramble	no_treatment	0.05	different_construct
G11	B9	0.43144839162742044	Scramble	no_treatment	0.05	different_construct
B11	E10	0.39586961630276424	Scramble	no_treatment	0.001	different_construct
B11	E4	0.5383875417623123	Scramble	no_treatment	0.001	different_construct
B11	E7	0.5773261526095735	Scramble	no_treatment	0.001	different_construct
B2	E10	0.011314753645403831	Scramble	no_treatment	0.001	different_construct
B2	E4	0.15128630291170386	Scramble	no_treatment	0.001	different_construct
B2	E7	-0.0737307704237074	Scramble	no_treatment	0.001	different_construct
B5	E10	0.27837293335079083	Scramble	no_treatment	0.001	different_construct
B5	E4	0.5428981563320663	Scramble	no_treatment	0.001	different_construct
B5	E7	0.588472743211093	Scramble	no_treatment	0.001	different_construct
B8	E10	0.20903342301501926	Scramble	no_treatment	0.001	different_construct
B8	E4	0.38943143811587866	Scramble	no_treatment	0.001	different_construct
B8	E7	0.28165655558625563	Scramble	no_treatment	0.001	different_construct
C11	E10	0.5691535344474111	Scramble	no_treatment	0.001	different_construct
C11	E4	0.5930636735085257	Scramble	no_treatment	0.001	different_construct
C11	E7	0.6349780993621953	Scramble	no_treatment	0.001	different_construct
C2	E10	0.114356920428413	Scramble	no_treatment	0.001	different_construct
C2	E4	0.46251748980682633	Scramble	no_treatment	0.001	different_construct
C2	E7	0.3174559260933444	Scramble	no_treatment	0.001	different_construct
C5	E10	0.4942308027029544	Scramble	no_treatment	0.001	different_construct
C5	E4	0.5589091053607244	Scramble	no_treatment	0.001	different_construct
C5	E7	0.6441263174286361	Scramble	no_treatment	0.001	different_construct
C8	E10	0.43350898543977073	Scramble	no_treatment	0.001	different_construct
C8	E4	0.557975439809389	Scramble	no_treatment	0.001	different_construct
C8	E7	0.5279196184150299	Scramble	no_treatment	0.001	different_construct
D11	E10	0.48858120711807695	Scramble	no_treatment	0.001	different_construct
D11	E4	0.6376638980141017	Scramble	no_treatment	0.001	different_construct
D11	E7	0.640634763786395	Scramble	no_treatment	0.001	different_construct
D2	E10	0.047008128134711225	Scramble	no_treatment	0.001	different_construct
D2	E4	0.0730922093300815	Scramble	no_treatment	0.001	different_construct
D2	E7	-0.06004526219945814	Scramble	no_treatment	0.001	different_construct
D5	E10	0.3577842263094641	Scramble	no_treatment	0.001	different_construct
D5	E4	0.3774499888421047	Scramble	no_treatment	0.001	different_construct
D5	E7	0.42739372201044357	Scramble	no_treatment	0.001	different_construct
D8	E10	0.26161889612882727	Scramble	no_treatment	0.001	different_construct
D8	E4	0.3720037798359051	Scramble	no_treatment	0.001	different_construct
D8	E7	0.3516417992301948	Scramble	no_treatment	0.001	different_construct
E11	E10	0.34382992411599467	Scramble	no_treatment	0.001	different_construct
E11	E4	0.6364759189419243	Scramble	no_treatment	0.001	different_construct
E11	E7	0.5375264275182885	Scramble	no_treatment	0.001	different_construct
F11	E10	-0.06507561322498573	Scramble	no_treatment	0.001	different_construct
F11	E4	0.1933299543083062	Scramble	no_treatment	0.001	different_construct
F11	E7	0.043032028569571154	Scramble	no_treatment	0.001	different_construct
G11	E10	-0.0740599892496238	Scramble	no_treatment	0.001	different_construct
G11	E4	0.04276167028935725	Scramble	no_treatment	0.001	different_construct
G11	E7	-0.08122215022093268	Scramble	no_treatment	0.001	different_construct
B11	E2	0.41883248972293646	Scramble	no_treatment	0.1	different_construct
B11	E5	0.4014230373187832	Scramble	no_treatment	0.1	different_construct
B11	E8	0.38426163051859613	Scramble	no_treatment	0.1	different_construct
B2	E2	0.0933770757722377	Scramble	no_treatment	0.1	different_construct
B2	E5	-0.19735861808794286	Scramble	no_treatment	0.1	different_construct
B2	E8	-0.013572086588360654	Scramble	no_treatment	0.1	different_construct
B5	E2	0.45206809231902917	Scramble	no_treatment	0.1	different_construct
B5	E5	0.4726145663743296	Scramble	no_treatment	0.1	different_construct
B5	E8	0.4034569463770907	Scramble	no_treatment	0.1	different_construct
B8	E2	0.3088797325631712	Scramble	no_treatment	0.1	different_construct
B8	E5	0.10899552346221449	Scramble	no_treatment	0.1	different_construct
B8	E8	0.1542334509715388	Scramble	no_treatment	0.1	different_construct
C11	E2	0.577101746590484	Scramble	no_treatment	0.1	different_construct
C11	E5	0.6223241010239337	Scramble	no_treatment	0.1	different_construct
C11	E8	0.5629181399098553	Scramble	no_treatment	0.1	different_construct
C2	E2	0.17095167172911616	Scramble	no_treatment	0.1	different_construct
C2	E5	0.26154317458231635	Scramble	no_treatment	0.1	different_construct
C2	E8	0.14492413309616548	Scramble	no_treatment	0.1	different_construct
C5	E2	0.4531358141482916	Scramble	no_treatment	0.1	different_construct
C5	E5	0.7598437820639612	Scramble	no_treatment	0.1	different_construct
C5	E8	0.6370890565849089	Scramble	no_treatment	0.1	different_construct
C8	E2	0.37727771064150134	Scramble	no_treatment	0.1	different_construct
C8	E5	0.6285808250057112	Scramble	no_treatment	0.1	different_construct
C8	E8	0.471299350555686	Scramble	no_treatment	0.1	different_construct
D11	E2	0.5551590365220146	Scramble	no_treatment	0.1	different_construct
D11	E5	0.5834544161737203	Scramble	no_treatment	0.1	different_construct
D11	E8	0.5326952606702152	Scramble	no_treatment	0.1	different_construct
D2	E2	0.07797953590291108	Scramble	no_treatment	0.1	different_construct
D2	E5	-0.0029458114301138504	Scramble	no_treatment	0.1	different_construct
D2	E8	-0.11417153172595172	Scramble	no_treatment	0.1	different_construct
D5	E2	0.33436671352133956	Scramble	no_treatment	0.1	different_construct
D5	E5	0.3713529814375813	Scramble	no_treatment	0.1	different_construct
D5	E8	0.25455629491892307	Scramble	no_treatment	0.1	different_construct
D8	E2	0.21786913924796078	Scramble	no_treatment	0.1	different_construct
D8	E5	0.3193086448254179	Scramble	no_treatment	0.1	different_construct
D8	E8	0.21217054893168058	Scramble	no_treatment	0.1	different_construct
E11	E2	0.46761940877297414	Scramble	no_treatment	0.1	different_construct
E11	E5	0.5516149624976502	Scramble	no_treatment	0.1	different_construct
E11	E8	0.5055465904851001	Scramble	no_treatment	0.1	different_construct
F11	E2	0.02638868422333609	Scramble	no_treatment	0.1	different_construct
F11	E5	0.05200129346045327	Scramble	no_treatment	0.1	different_construct
F11	E8	-0.11375603704569637	Scramble	no_treatment	0.1	different_construct
G11	E2	0.00941853356064786	Scramble	no_treatment	0.1	different_construct
G11	E5	-0.18019726388374385	Scramble	no_treatment	0.1	different_construct
G11	E8	-0.31664034938581004	Scramble	no_treatment	0.1	different_construct
B11	E3	0.41194336134669673	Scramble	no_treatment	0.01	different_construct
B11	E6	0.3983208097242209	Scramble	no_treatment	0.01	different_construct
B11	E9	0.296014582188797	Scramble	no_treatment	0.01	different_construct
B2	E3	-0.0909600255307438	Scramble	no_treatment	0.01	different_construct
B2	E6	-0.023925613775461364	Scramble	no_treatment	0.01	different_construct
B2	E9	-0.12184884984655424	Scramble	no_treatment	0.01	different_construct
B5	E3	0.4732487143336136	Scramble	no_treatment	0.01	different_construct
B5	E6	0.48340334024193843	Scramble	no_treatment	0.01	different_construct
B5	E9	0.35989935260429473	Scramble	no_treatment	0.01	different_construct
B8	E3	0.20797859409649447	Scramble	no_treatment	0.01	different_construct
B8	E6	0.23070138497708492	Scramble	no_treatment	0.01	different_construct
B8	E9	0.12393416394410958	Scramble	no_treatment	0.01	different_construct
C11	E3	0.5498343614828718	Scramble	no_treatment	0.01	different_construct
C11	E6	0.5787438389578312	Scramble	no_treatment	0.01	different_construct
C11	E9	0.5230923625963647	Scramble	no_treatment	0.01	different_construct
C2	E3	0.24775065726310716	Scramble	no_treatment	0.01	different_construct
C2	E6	0.19755689976200838	Scramble	no_treatment	0.01	different_construct
C2	E9	0.13136787795818705	Scramble	no_treatment	0.01	different_construct
C5	E3	0.5492202793822311	Scramble	no_treatment	0.01	different_construct
C5	E6	0.6178452655843705	Scramble	no_treatment	0.01	different_construct
C5	E9	0.5976369413604798	Scramble	no_treatment	0.01	different_construct
C8	E3	0.5188035445651231	Scramble	no_treatment	0.01	different_construct
C8	E6	0.566287113798597	Scramble	no_treatment	0.01	different_construct
C8	E9	0.5028204215439838	Scramble	no_treatment	0.01	different_construct
D11	E3	0.5669805824961522	Scramble	no_treatment	0.01	different_construct
D11	E6	0.5176455042003474	Scramble	no_treatment	0.01	different_construct
D11	E9	0.4634438735117557	Scramble	no_treatment	0.01	different_construct
D2	E3	-0.1913507249885801	Scramble	no_treatment	0.01	different_construct
D2	E6	-0.11283514387072219	Scramble	no_treatment	0.01	different_construct
D2	E9	-0.1899978166010933	Scramble	no_treatment	0.01	different_construct
D5	E3	0.32051128740659407	Scramble	no_treatment	0.01	different_construct
D5	E6	0.3347073627403509	Scramble	no_treatment	0.01	different_construct
D5	E9	0.2918436049977205	Scramble	no_treatment	0.01	different_construct
D8	E3	0.20306338784077083	Scramble	no_treatment	0.01	different_construct
D8	E6	0.25189647660317394	Scramble	no_treatment	0.01	different_construct
D8	E9	0.18796416303400207	Scramble	no_treatment	0.01	different_construct
E11	E3	0.5286962721108727	Scramble	no_treatment	0.01	different_construct
E11	E6	0.5580697380528156	Scramble	no_treatment	0.01	different_construct
E11	E9	0.4542793609681873	Scramble	no_treatment	0.01	different_construct
F11	E3	-0.0895979632800492	Scramble	no_treatment	0.01	different_construct
F11	E6	-0.05583135232993531	Scramble	no_treatment	0.01	different_construct
F11	E9	-0.15106846703761562	Scramble	no_treatment	0.01	different_construct
G11	E3	-0.2625230626581487	Scramble	no_treatment	0.01	different_construct
G11	E6	-0.23039599763430177	Scramble	no_treatment	0.01	different_construct
G11	E9	-0.323628368128916	Scramble	no_treatment	0.01	different_construct
C10	D10	0.5574995641753223	NF1 Target 1	NF1 Target 2	0.005	different_construct
C10	D4	0.4251456593918786	NF1 Target 1	NF1 Target 2	0.005	different_construct
C10	D7	0.6009929471153708	NF1 Target 1	NF1 Target 2	0.005	different_construct
C3	D3	0.4281047459639669	NF1 Target 1	NF1 Target 2	0.05	different_construct
C3	D6	0.6955116106146669	NF1 Target 1	NF1 Target 2	0.05	different_construct
C3	D9	0.3733072737337881	NF1 Target 1	NF1 Target 2	0.05	different_construct
C4	D10	0.4129715943143457	NF1 Target 1	NF1 Target 2	0.005	different_construct
C4	D4	0.5239955523406379	NF1 Target 1	NF1 Target 2	0.005	different_construct
C4	D7	0.5977977427911139	NF1 Target 1	NF1 Target 2	0.005	different_construct
C6	D3	0.007152076553492475	NF1 Target 1	NF1 Target 2	0.05	different_construct
C6	D6	0.670731455099459	NF1 Target 1	NF1 Target 2	0.05	different_construct
C6	D9	0.14489569577544048	NF1 Target 1	NF1 Target 2	0.05	different_construct
C7	D10	0.4047457338651548	NF1 Target 1	NF1 Target 2	0.005	different_construct
C7	D4	0.23842926742787526	NF1 Target 1	NF1 Target 2	0.005	different_construct
C7	D7	0.6123364109861283	NF1 Target 1	NF1 Target 2	0.005	different_construct
C9	D3	0.2854191233265901	NF1 Target 1	NF1 Target 2	0.05	different_construct
C9	D6	0.678365293139063	NF1 Target 1	NF1 Target 2	0.05	different_construct
C9	D9	0.2387160335235883	NF1 Target 1	NF1 Target 2	0.05	different_construct
D10	C10	0.5574995641753223	NF1 Target 1	NF1 Target 2	0.005	different_construct
D10	C4	0.4129715943143457	NF1 Target 1	NF1 Target 2	0.005	different_construct
D10	C7	0.4047457338651548	NF1 Target 1	NF1 Target 2	0.005	different_construct
D3	C3	0.4281047459639669	NF1 Target 1	NF1 Target 2	0.05	different_construct
D3	C6	0.007152076553492475	NF1 Target 1	NF1 Target 2	0.05	different_construct
D3	C9	0.2854191233265901	NF1 Target 1	NF1 Target 2	0.05	different_construct
D4	C10	0.4251456593918786	NF1 Target 1	NF1 Target 2	0.005	different_construct
D4	C4	0.5239955523406379	NF1 Target 1	NF1 Target 2	0.005	different_construct
D4	C7	0.23842926742787526	NF1 Target 1	NF1 Target 2	0.005	different_construct
D6	C3	0.6955116106146669	NF1 Target 1	NF1 Target 2	0.05	different_construct
D6	C6	0.670731455099459	NF1 Target 1	NF1 Target 2	0.05	different_construct
D6	C9	0.678365293139063	NF1 Target 1	NF1 Target 2	0.05	different_construct
D7	C10	0.6009929471153708	NF1 Target 1	NF1 Target 2	0.005	different_construct
D7	C4	0.5977977427911139	NF1 Target 1	NF1 Target 2	0.005	different_construct
D7	C7	0.6123364109861283	NF1 Target 1	NF1 Target 2	0.005	different_construct
D9	C3	0.3733072737337881	NF1 Target 1	NF1 Target 2	0.05	different_construct
D9	C6	0.14489569577544048	NF1 Target 1	NF1 Target 2	0.05	different_construct
D9	C9	0.2387160335235883	NF1 Target 1	NF1 Target 2	0.05	different_construct
F10	G10	0.573253597881371	NF1 Target 1	NF1 Target 2	0.001	different_construct
F10	G4	0.7153924179923281	NF1 Target 1	NF1 Target 2	0.001	different_construct
F10	G7	0.6582373057985362	NF1 Target 1	NF1 Target 2	0.001	different_construct
F2	G2	0.6665430911852923	NF1 Target 1	NF1 Target 2	0.1	different_construct
F2	G5	0.6348150655510617	NF1 Target 1	NF1 Target 2	0.1	different_construct
F2	G8	0.6838907161076802	NF1 Target 1	NF1 Target 2	0.1	different_construct
F3	G3	0.5376514720312036	NF1 Target 1	NF1 Target 2	0.01	different_construct
F3	G6	0.4909183152381482	NF1 Target 1	NF1 Target 2	0.01	different_construct
F3	G9	0.4079086647848017	NF1 Target 1	NF1 Target 2	0.01	different_construct
F4	G10	0.30736202999377893	NF1 Target 1	NF1 Target 2	0.001	different_construct
F4	G4	0.5285336813293573	NF1 Target 1	NF1 Target 2	0.001	different_construct
F4	G7	0.5197149552382028	NF1 Target 1	NF1 Target 2	0.001	different_construct
F5	G2	0.5963288646179314	NF1 Target 1	NF1 Target 2	0.1	different_construct
F5	G5	0.4475908596424162	NF1 Target 1	NF1 Target 2	0.1	different_construct
F5	G8	0.6939232357018139	NF1 Target 1	NF1 Target 2	0.1	different_construct
F6	G3	0.6600670920877569	NF1 Target 1	NF1 Target 2	0.01	different_construct
F6	G6	0.6346024287363063	NF1 Target 1	NF1 Target 2	0.01	different_construct
F6	G9	0.5378273494985452	NF1 Target 1	NF1 Target 2	0.01	different_construct
F7	G10	0.44852183511984123	NF1 Target 1	NF1 Target 2	0.001	different_construct
F7	G4	0.6152062917567916	NF1 Target 1	NF1 Target 2	0.001	different_construct
F7	G7	0.6863471837881959	NF1 Target 1	NF1 Target 2	0.001	different_construct
F8	G2	0.7513170821722024	NF1 Target 1	NF1 Target 2	0.1	different_construct
F8	G5	0.5759988755309934	NF1 Target 1	NF1 Target 2	0.1	different_construct
F8	G8	0.7297510826678104	NF1 Target 1	NF1 Target 2	0.1	different_construct
F9	G3	0.7696626002818325	NF1 Target 1	NF1 Target 2	0.01	different_construct
F9	G6	0.6409042371170508	NF1 Target 1	NF1 Target 2	0.01	different_construct
F9	G9	0.8342331482972745	NF1 Target 1	NF1 Target 2	0.01	different_construct
G10	F10	0.573253597881371	NF1 Target 1	NF1 Target 2	0.001	different_construct
G10	F4	0.30736202999377893	NF1 Target 1	NF1 Target 2	0.001	different_construct
G10	F7	0.44852183511984123	NF1 Target 1	NF1 Target 2	0.001	different_construct
G2	F2	0.6665430911852923	NF1 Target 1	NF1 Target 2	0.1	different_construct
G2	F5	0.5963288646179314	NF1 Target 1	NF1 Target 2	0.1	different_construct
G2	F8	0.7513170821722024	NF1 Target 1	NF1 Target 2	0.1	different_construct
G3	F3	0.5376514720312036	NF1 Target 1	NF1 Target 2	0.01	different_construct
G3	F6	0.6600670920877569	NF1 Target 1	NF1 Target 2	0.01	different_construct
G3	F9	0.7696626002818325	NF1 Target 1	NF1 Target 2	0.01	different_construct
G4	F10	0.7153924179923281	NF1 Target 1	NF1 Target 2	0.001	different_construct
G4	F4	0.5285336813293573	NF1 Target 1	NF1 Target 2	0.001	different_construct
G4	F7	0.6152062917567916	NF1 Target 1	NF1 Target 2	0.001	different_construct
G5	F2	0.6348150655510617	NF1 Target 1	NF1 Target 2	0.1	different_construct
G5	F5	0.4475908596424162	NF1 Target 1	NF1 Target 2	0.1	different_construct
G5	F8	0.5759988755309934	NF1 Target 1	NF1 Target 2	0.1	different_construct
G6	F3	0.4909183152381482	NF1 Target 1	NF1 Target 2	0.01	different_construct
G6	F6	0.6346024287363063	NF1 Target 1	NF1 Target 2	0.01	different_construct
G6	F9	0.6409042371170508	NF1 Target 1	NF1 Target 2	0.01	different_construct
G7	F10	0.6582373057985362	NF1 Target 1	NF1 Target 2	0.001	different_construct
G7	F4	0.5197149552382028	NF1 Target 1	NF1 Target 2	0.001	different_construct
G7	F7	0.6863471837881959	NF1 Target 1	NF1 Target 2	0.001	different_construct
G8	F2	0.6838907161076802	NF1 Target 1	NF1 Target 2	0.1	different_construct
G8	F5	0.6939232357018139	NF1 Target 1	NF1 Target 2	0.1	different_construct
G8	F8	0.7297510826678104	NF1 Target 1	NF1 Target 2	0.1	different_construct
G9	F3	0.4079086647848017	NF1 Target 1	NF1 Target 2	0.01	different_construct
G9	F6	0.5378273494985452	NF1 Target 1	NF1 Target 2	0.01	different_construct
G9	F9	0.8342331482972745	NF1 Target 1	NF1 Target 2	0.01	different_construct
C10	B11	0.40934850307330295	NF1 Target 1	no_treatment	0.005	different_construct
C10	B2	0.03902615963591077	NF1 Target 1	no_treatment	0.005	different_construct
C10	B5	0.44609949662774784	NF1 Target 1	no_treatment	0.005	different_construct
C10	B8	0.15289551646180466	NF1 Target 1	no_treatment	0.005	different_construct
C10	C11	0.5677295436418344	NF1 Target 1	no_treatment	0.005	different_construct
C10	C2	0.05869030305678854	NF1 Target 1	no_treatment	0.005	different_construct
C10	C5	0.4337818029116356	NF1 Target 1	no_treatment	0.005	different_construct
C10	C8	0.3154000119855166	NF1 Target 1	no_treatment	0.005	different_construct
C10	D11	0.44477390723284616	NF1 Target 1	no_treatment	0.005	different_construct
C10	D2	-0.14319927102822266	NF1 Target 1	no_treatment	0.005	different_construct
C10	D5	0.2347640295543139	NF1 Target 1	no_treatment	0.005	different_construct
C10	D8	0.13752748779053048	NF1 Target 1	no_treatment	0.005	different_construct
C10	E11	0.36527171045097245	NF1 Target 1	no_treatment	0.005	different_construct
C10	F11	-0.12779830390041835	NF1 Target 1	no_treatment	0.005	different_construct
C10	G11	-0.18260686345174942	NF1 Target 1	no_treatment	0.005	different_construct
C3	B11	0.4371920874975922	NF1 Target 1	no_treatment	0.05	different_construct
C3	B2	0.1553818400983115	NF1 Target 1	no_treatment	0.05	different_construct
C3	B5	0.45423840227089096	NF1 Target 1	no_treatment	0.05	different_construct
C3	B8	0.3310045359340667	NF1 Target 1	no_treatment	0.05	different_construct
C3	C11	0.5098190662082267	NF1 Target 1	no_treatment	0.05	different_construct
C3	C2	0.3011022365890326	NF1 Target 1	no_treatment	0.05	different_construct
C3	C5	0.5424820760147231	NF1 Target 1	no_treatment	0.05	different_construct
C3	C8	0.5641221488094317	NF1 Target 1	no_treatment	0.05	different_construct
C3	D11	0.5309916818250986	NF1 Target 1	no_treatment	0.05	different_construct
C3	D2	0.04280091209877399	NF1 Target 1	no_treatment	0.05	different_construct
C3	D5	0.3825121181520428	NF1 Target 1	no_treatment	0.05	different_construct
C3	D8	0.30589253045159676	NF1 Target 1	no_treatment	0.05	different_construct
C3	E11	0.49741771753396286	NF1 Target 1	no_treatment	0.05	different_construct
C3	F11	0.013300254770220466	NF1 Target 1	no_treatment	0.05	different_construct
C3	G11	-0.1353876259211665	NF1 Target 1	no_treatment	0.05	different_construct
C4	B11	0.5048985896479078	NF1 Target 1	no_treatment	0.005	different_construct
C4	B2	0.13571436662570308	NF1 Target 1	no_treatment	0.005	different_construct
C4	B5	0.5814179772540575	NF1 Target 1	no_treatment	0.005	different_construct
C4	B8	0.3682563662932073	NF1 Target 1	no_treatment	0.005	different_construct
C4	C11	0.5329340471569901	NF1 Target 1	no_treatment	0.005	different_construct
C4	C2	0.385344846785428	NF1 Target 1	no_treatment	0.005	different_construct
